ID,Prob1
410, 0.24140
411, 0.27466
412, 0.21112
413, 0.54874
414, 0.30562
415, 0.44953
416, 0.30024
417, 0.22677
418, 0.23246
419, 0.23289
420, 0.48940
421, 0.49765
422, 0.33580
423, 0.47069
424, 0.34947
425, 0.23181
426, 0.43002
427, 0.28214
428, 0.41475
429, 0.61004
430, 0.41063
431, 0.75491
432, 0.30437
433, 0.25629
434, 0.42346
435, 0.20041
436, 0.45304
437, 0.30021
438, 0.50441
439, 0.19020
440, 0.48335
441, 0.35536
442, 0.33562
443, 0.40242
444, 0.40609
445, 0.24181
446, 0.26642
447, 0.38065
448, 0.24963
449, 0.31713
450, 0.69228
451, 0.35220
452, 0.26660
453, 0.53727
454, 0.29216
455, 0.54788
456, 0.48144
457, 0.26251
458, 0.18638
459, 0.31817
460, 0.22881
461, 0.33299
462, 0.29062
463, 0.68477
464, 0.19480
465, 0.33803
466, 0.30589
467, 0.35564
468, 0.24812
469, 0.20945
470, 0.38181
471, 0.30116
472, 0.16878
473, 0.32948
474, 0.26821
475, 0.59058
476, 0.21188
477, 0.26626
478, 0.33758
479, 0.49885
480, 0.24380
481, 0.17827
482, 0.21216
483, 0.55603
484, 0.56357
485, 0.52912
486, 0.32745
487, 0.44183
488, 0.49252
489, 0.24678
490, 0.14915
491, 0.64778
492, 0.28858
493, 0.20813
494, 0.20810
495, 0.29237
496, 0.23986
497, 0.31744
498, 0.81012
499, 0.27350
500, 0.25422
501, 0.20869
502, 0.63813
503, 0.22239
504, 0.20120
505, 0.42450
506, 0.21701
507, 0.36147
508, 0.43363
509, 0.32746
510, 0.27655
511, 0.17191
512, 0.31928
513, 0.48202
514, 0.23168
515, 0.40308
516, 0.23753
517, 0.45311
518, 0.68336
519, 0.23933
520, 0.22576
521, 0.80008
522, 0.44731
523, 0.27398
524, 0.28338
525, 0.50905
526, 0.57497
527, 0.41854
528, 0.23416
529, 0.20424
530, 0.19156
531, 0.21252
532, 0.42909
533, 0.42843
534, 0.40270
535, 0.21828
536, 0.47959
537, 0.20999
538, 0.33844
539, 0.23404
540, 0.22729
541, 0.58544
542, 0.33689
543, 0.41241
544, 0.22896
545, 0.54695
546, 0.22531
547, 0.24440
548, 0.28061
549, 0.32650
550, 0.39997
551, 0.29939
552, 0.41809
553, 0.45069
554, 0.23097
555, 0.20931
556, 0.50570
557, 0.44062
558, 0.31136
559, 0.72337
560, 0.27074
561, 0.16811
562, 0.06767
563, 0.23206
564, 0.37937
565, 0.23097
566, 0.24138
567, 0.29987
568, 0.45333
569, 0.56308
570, 0.21181
571, 0.48455
572, 0.22484
573, 0.30117
574, 0.80950
575, 0.36044
576, 0.37873
577, 0.34198
578, 0.19327
579, 0.17286
580, 0.26168
581, 0.46162
582, 0.25099
583, 0.46867
584, 0.27195
585, 0.23627
586, 0.33769
587, 0.31156
588, 0.49274
589, 0.29030
590, 0.80283
591, 0.28707
592, 0.22838
593, 0.28204
594, 0.47725
595, 0.25127
596, 0.40986
597, 0.41056
598, 0.37342
599, 0.52149
600, 0.45685
601, 0.26283
602, 0.36822
603, 0.22463
604, 0.32406
605, 0.35716
606, 0.50532
607, 0.26365
608, 0.36712
609, 0.37752
610, 0.50482
611, 0.40898
612, 0.22599
613, 0.25664
614, 0.43231
615, 0.48989
616, 0.71405
617, 0.33672
618, 0.55760
619, 0.19891
620, 0.24023
621, 0.30044
622, 0.52161
623, 0.40318
624, 0.24563
625, 0.29406
626, 0.30977
627, 0.37916
628, 0.24106
629, 0.38965
630, 0.25999
631, 0.25006
632, 0.45108
633, 0.42097
634, 0.53584
635, 0.45948
636, 0.50682
637, 0.65658
638, 0.23927
639, 0.35973
640, 0.04202
641, 0.28254
642, 0.34728
643, 0.38525
644, 0.25611
645, 0.64611
646, 0.28605
647, 0.35684
648, 0.22878
649, 0.61488
650, 0.39054
651, 0.29487
652, 0.51533
653, 0.34169
654, 0.48416
655, 0.42889
656, 0.35865
657, 0.38947
658, 0.13661
659, 0.38908
660, 0.53296
661, 0.24493
662, 0.22501
663, 0.18546
664, 0.28751
665, 0.21712
666, 0.35363
667, 0.24552
668, 0.23402
669, 0.33574
670, 0.22101
671, 0.28268
672, 0.32287
673, 0.35258
674, 0.20477
675, 0.25978
676, 0.46714
677, 0.27356
678, 0.22898
679, 0.48757
680, 0.26904
681, 0.40003
682, 0.26103
683, 0.31814
684, 0.20316
685, 0.34936
686, 0.21090
687, 0.21175
688, 0.23047
689, 0.22873
690, 0.25734
691, 0.50290
692, 0.24332
693, 0.19344
694, 0.25344
695, 0.26210
696, 0.19746
697, 0.28629
698, 0.63597
699, 0.19016
700, 0.33194
701, 0.21879
702, 0.55833
703, 0.74293
704, 0.31687
705, 0.48276
706, 0.30970
707, 0.22764
708, 0.37528
709, 0.37945
710, 0.44390
711, 0.38452
712, 0.28617
713, 0.40827
714, 0.25483
715, 0.42688
716, 0.70639
717, 0.49830
718, 0.46970
719, 0.43212
720, 0.49571
721, 0.31073
722, 0.20264
723, 0.24068
724, 0.26929
725, 0.25232
726, 0.35648
727, 0.23547
728, 0.36643
729, 0.31104
730, 0.30744
731, 0.72870
732, 0.27260
733, 0.23934
734, 0.31376
735, 0.43883
736, 0.32684
737, 0.29631
738, 0.35655
739, 0.46131
740, 0.25384
741, 0.21371
742, 0.53179
743, 0.28416
744, 0.33451
745, 0.31854
746, 0.30864
747, 0.30574
748, 0.29950
749, 0.36335
750, 0.29840
751, 0.38577
752, 0.36238
753, 0.31972
754, 0.48554
755, 0.23893
756, 0.23871
757, 0.76975
758, 0.45946
759, 0.25941
760, 0.48942
761, 0.28368
762, 0.24355
763, 0.69330
764, 0.28170
765, 0.20388
766, 0.87965
767, 0.45352
768, 0.51161
769, 0.20707
770, 0.37205
771, 0.34222
772, 0.31716
773, 0.19482
774, 0.42428
775, 0.33344
776, 0.24439
777, 0.22985
778, 0.33266
779, 0.33216
780, 0.62566
781, 0.34921
782, 0.44420
783, 0.31546
784, 0.33108
785, 0.19033
786, 0.28910
787, 0.18943
788, 0.20272
789, 0.17564
790, 0.30562
791, 0.55067
792, 0.26573
793, 0.56354
794, 0.17159
795, 0.57957
796, 0.27009
797, 0.39241
798, 0.23439
799, 0.25905
800, 0.58138
801, 0.24911
802, 0.73305
803, 0.45499
804, 0.47662
805, 0.38612
806, 0.21599
807, 0.29518
808, 0.33839
809, 0.32700
810, 0.54640
811, 0.63841
812, 0.36452
813, 0.36819
814, 0.30070
815, 0.27607
816, 0.19602
817, 0.32228
818, 0.41622
819, 0.19400
820, 0.55765
821, 0.33241
822, 0.25016
823, 0.20448
824, 0.31382
825, 0.20539
826, 0.25875
827, 0.32877
828, 0.30333
829, 0.23449
830, 0.25600
831, 0.30396
832, 0.67266
833, 0.36268
834, 0.58265
835, 0.43771
836, 0.35375
837, 0.22600
838, 0.24460
839, 0.23490
840, 0.42441
841, 0.43368
842, 0.19874
843, 0.29269
844, 0.50865
845, 0.55581
846, 0.32040
847, 0.43594
848, 0.21315
849, 0.21145
850, 0.35531
851, 0.18640
852, 0.41414
853, 0.60864
854, 0.23925
855, 0.24102
856, 0.25524
857, 0.26621
858, 0.25184
859, 0.19833
860, 0.33468
861, 0.42797
862, 0.29048
863, 0.28767
864, 0.23636
865, 0.29081
866, 0.49138
867, 0.30836
868, 0.20352
869, 0.24840
870, 0.26299
871, 0.23507
872, 0.56343
873, 0.47489
874, 0.24347
875, 0.55454
876, 0.30319
877, 0.38285
878, 0.24471
879, 0.20065
880, 0.53548
881, 0.40699
882, 0.22697
883, 0.25595
884, 0.33778
885, 0.44933
886, 0.24761
887, 0.25450
888, 0.55257
889, 0.31382
890, 0.75666
891, 0.22355
892, 0.42903
893, 0.22080
894, 0.16570
895, 0.73237
896, 0.39235
897, 0.33107
898, 0.73165
899, 0.60392
900, 0.32922
901, 0.23781
902, 0.37057
903, 0.55829
904, 0.46130
905, 0.21300
906, 0.57870
907, 0.50678
908, 0.44707
909, 0.21502
910, 0.24509
911, 0.22923
912, 0.33149
913, 0.30980
914, 0.76470
915, 0.24747
916, 0.25121
917, 0.22915
918, 0.30790
919, 0.32065
920, 0.40967
921, 0.24472
922, 0.37402
923, 0.24666
924, 0.32513
925, 0.19954
926, 0.34199
927, 0.27549
928, 0.28423
929, 0.22960
930, 0.43037
931, 0.27584
932, 0.23387
933, 0.25540
934, 0.51739
935, 0.31982
936, 0.20698
937, 0.49716
938, 0.36371
939, 0.22438
940, 0.51652
941, 0.18308
942, 0.37335
943, 0.20229
944, 0.28504
945, 0.17884
946, 0.34186
947, 0.49937
948, 0.34866
949, 0.23836
950, 0.61508
951, 0.28957
952, 0.52011
953, 0.41571
954, 0.27717
955, 0.52410
956, 0.20093
957, 0.50610
958, 0.32319
959, 0.25513
960, 0.39797
961, 0.30143
962, 0.28680
963, 0.27542
964, 0.48924
965, 0.22924
966, 0.23356
967, 0.24245
968, 0.27511
969, 0.31444
970, 0.53043
971, 0.35124
972, 0.39030
973, 0.27813
974, 0.44025
975, 0.21651
976, 0.25507
977, 0.40962
978, 0.45042
979, 0.47160
980, 0.22252
981, 0.15105
982, 0.22810
983, 0.51884
984, 0.39128
985, 0.27957
986, 0.47729
987, 0.21821
988, 0.29225
989, 0.31642
990, 0.62994
991, 0.22122
992, 0.17022
993, 0.46562
994, 0.35482
995, 0.25817
996, 0.29895
997, 0.21876
998, 0.66982
999, 0.23672
1000, 0.19868
1001, 0.23138
1002, 0.56908
1003, 0.68825
1004, 0.44195
1005, 0.50229
1006, 0.25337
1007, 0.22215
1008, 0.45388
1009, 0.23464
1010, 0.23052
1011, 0.33575
1012, 0.23493
1013, 0.42824
1014, 0.24368
1015, 0.61886
1016, 0.27584
1017, 0.31313
1018, 0.38807
1019, 0.63823
1020, 0.47327
1021, 0.39734
1022, 0.32909
1023, 0.26859
1024, 0.42488
1025, 0.27100
1026, 0.68423
1027, 0.67818
1028, 0.19692
1029, 0.29631
1030, 0.57832
1031, 0.55172
1032, 0.42827
1033, 0.30043
1034, 0.21459
1035, 0.25698
1036, 0.32514
1037, 0.37011
1038, 0.18364
1039, 0.18849
1040, 0.48826
1041, 0.56809
1042, 0.55511
1043, 0.30227
1044, 0.31764
1045, 0.59718
1046, 0.48119
1047, 0.20724
1048, 0.33045
1049, 0.28309
1050, 0.19355
1051, 0.11896
1052, 0.27626
1053, 0.29814
1054, 0.38585
1055, 0.30496
1056, 0.45252
1057, 0.17677
1058, 0.37086
1059, 0.35989
1060, 0.63734
1061, 0.37500
1062, 0.62679
1063, 0.19869
1064, 0.33761
1065, 0.27747
1066, 0.27198
1067, 0.21069
1068, 0.40356
1069, 0.59270
1070, 0.28689
1071, 0.41587
1072, 0.18912
1073, 0.55804
1074, 0.32667
1075, 0.30425
1076, 0.22043
1077, 0.38041
1078, 0.47568
1079, 0.48662
1080, 0.25872
1081, 0.55455
1082, 0.59337
1083, 0.37221
1084, 0.41145
1085, 0.31789
1086, 0.24476
1087, 0.22065
1088, 0.45408
1089, 0.61285
1090, 0.24399
1091, 0.31640
1092, 0.49608
1093, 0.53810
1094, 0.20536
1095, 0.31824
1096, 0.30276
1097, 0.20017
1098, 0.26465
1099, 0.23108
1100, 0.20622
1101, 0.21813
1102, 0.30888
1103, 0.22582
1104, 0.44595
1105, 0.23372
1106, 0.19570
1107, 0.40966
1108, 0.35490
1109, 0.41294
1110, 0.46767
1111, 0.67724
1112, 0.25841
1113, 0.36994
1114, 0.23410
1115, 0.37311
1116, 0.21498
1117, 0.12985
1118, 0.37323
1119, 0.24532
1120, 0.47464
1121, 0.52789
1122, 0.26125
1123, 0.32669
1124, 0.28236
1125, 0.77502
1126, 0.28350
1127, 0.31510
1128, 0.75373
1129, 0.49602
1130, 0.21205
1131, 0.32467
1132, 0.23010
1133, 0.21814
1134, 0.34659
1135, 0.21090
1136, 0.56816
1137, 0.22223
1138, 0.68906
1139, 0.31043
1140, 0.27484
1141, 0.25408
1142, 0.54995
1143, 0.32946
1144, 0.45406
1145, 0.77258
1146, 0.19214
1147, 0.26954
1148, 0.43240
1149, 0.26469
1150, 0.61516
1151, 0.18482
1152, 0.19476
1153, 0.31855
1154, 0.27678
1155, 0.17475
1156, 0.48990
1157, 0.23783
1158, 0.42518
1159, 0.28002
1160, 0.35656
1161, 0.36627
1162, 0.22932
1163, 0.21712
1164, 0.30887
1165, 0.23137
1166, 0.49134
1167, 0.24563
1168, 0.22429
1169, 0.38787
1170, 0.27574
1171, 0.29250
1172, 0.26920
1173, 0.27157
1174, 0.28763
1175, 0.34151
1176, 0.20226
1177, 0.27843
1178, 0.36351
1179, 0.26882
1180, 0.16769
1181, 0.41034
1182, 0.24786
1183, 0.22951
1184, 0.20278
1185, 0.43782
1186, 0.60367
1187, 0.31395
1188, 0.20859
1189, 0.49122
1190, 0.41639
1191, 0.19170
1192, 0.21903
1193, 0.33385
1194, 0.39318
1195, 0.51938
1196, 0.29176
1197, 0.67746
1198, 0.14490
1199, 0.37009
1200, 0.30497
1201, 0.40951
1202, 0.40569
1203, 0.19395
1204, 0.24292
1205, 0.28030
1206, 0.42228
1207, 0.60851
1208, 0.21909
1209, 0.39757
1210, 0.24539
1211, 0.18103
1212, 0.26112
1213, 0.40990
1214, 0.32478
1215, 0.38435
1216, 0.22533
1217, 0.16581
1218, 0.22538
1219, 0.20014
1220, 0.37576
1221, 0.24228
1222, 0.19127
1223, 0.17067
1224, 0.23892
1225, 0.44511
1226, 0.30574
1227, 0.25250
1228, 0.28822
1229, 0.49882
1230, 0.50752
1231, 0.23468
1232, 0.31791
1233, 0.41046
1234, 0.20721
1235, 0.26237
1236, 0.39692
1237, 0.55307
1238, 0.47122
1239, 0.18951
1240, 0.45784
1241, 0.19220
1242, 0.26724
1243, 0.22321
1244, 0.25841
1245, 0.53436
1246, 0.37136
1247, 0.29834
1248, 0.23635
1249, 0.23039
1250, 0.21868
1251, 0.28013
1252, 0.47705
1253, 0.41642
1254, 0.21308
1255, 0.29757
1256, 0.15902
1257, 0.47746
1258, 0.17589
1259, 0.30847
1260, 0.08411
1261, 0.30708
1262, 0.22471
1263, 0.56462
1264, 0.27511
1265, 0.22522
1266, 0.28615
1267, 0.19124
1268, 0.24873
1269, 0.50874
1270, 0.42112
1271, 0.50597
1272, 0.42287
1273, 0.44644
1274, 0.36860
1275, 0.28109
1276, 0.21069
1277, 0.44191
1278, 0.45521
1279, 0.25678
1280, 0.24164
1281, 0.34808
1282, 0.28852
1283, 0.41599
1284, 0.39767
1285, 0.27586
1286, 0.25246
1287, 0.53433
1288, 0.63658
1289, 0.10776
1290, 0.48838
1291, 0.40507
1292, 0.28275
1293, 0.20790
1294, 0.64450
1295, 0.39504
1296, 0.54658
1297, 0.24178
1298, 0.27772
1299, 0.21455
1300, 0.46336
1301, 0.52170
1302, 0.45691
1303, 0.18662
1304, 0.23996
1305, 0.31586
1306, 0.33384
1307, 0.22387
1308, 0.24301
1309, 0.38655
1310, 0.17239
1311, 0.52386
1312, 0.20744
1313, 0.25387
1314, 0.30193
1315, 0.42380
1316, 0.38114
1317, 0.27901
1318, 0.51596
1319, 0.23668
1320, 0.24787
1321, 0.27978
1322, 0.19344
1323, 0.48308
1324, 0.58768
1325, 0.46596
1326, 0.47365
1327, 0.57716
1328, 0.27579
1329, 0.19127
1330, 0.44648
1331, 0.64479
1332, 0.43476
1333, 0.29630
1334, 0.22131
1335, 0.27866
1336, 0.19659
1337, 0.36347
1338, 0.33372
1339, 0.19036
1340, 0.27898
1341, 0.28875
1342, 0.41704
1343, 0.21151
1344, 0.20350
1345, 0.45303
1346, 0.60165
1347, 0.47004
1348, 0.38570
1349, 0.05907
1350, 0.25747
1351, 0.61427
1352, 0.59773
1353, 0.45289
1354, 0.62126
1355, 0.43670
1356, 0.34150
1357, 0.26353
1358, 0.28393
1359, 0.30983
1360, 0.33000
1361, 0.35148
1362, 0.19647
1363, 0.13265
1364, 0.18012
1365, 0.37783
1366, 0.24409
1367, 0.22854
1368, 0.38827
1369, 0.38159
1370, 0.44903
1371, 0.81235
1372, 0.33680
1373, 0.53662
1374, 0.36145
1375, 0.47126
1376, 0.56165
1377, 0.30816
1378, 0.29464
1379, 0.19538
1380, 0.34079
1381, 0.20278
1382, 0.65101
1383, 0.23048
1384, 0.27384
1385, 0.26326
1386, 0.18549
1387, 0.30281
1388, 0.32497
1389, 0.27346
1390, 0.17370
1391, 0.32410
1392, 0.24896
1393, 0.36304
1394, 0.24009
1395, 0.40146
1396, 0.67199
1397, 0.30299
1398, 0.28062
1399, 0.22876
1400, 0.28946
1401, 0.21740
1402, 0.43259
1403, 0.22264
1404, 0.34127
1405, 0.50950
1406, 0.48346
1407, 0.33700
1408, 0.33265
1409, 0.17469
1410, 0.22341
1411, 0.16618
1412, 0.28598
1413, 0.22793
1414, 0.25925
1415, 0.26302
1416, 0.21810
1417, 0.20755
1418, 0.56582
1419, 0.56283
1420, 0.36304
1421, 0.36098
1422, 0.64167
1423, 0.20748
1424, 0.32722
1425, 0.26877
1426, 0.36934
1427, 0.53334
1428, 0.23165
1429, 0.33908
1430, 0.43561
1431, 0.43748
1432, 0.18577
1433, 0.31706
1434, 0.43095
1435, 0.54691
1436, 0.62884
1437, 0.35971
1438, 0.33119
1439, 0.38778
1440, 0.29268
1441, 0.34657
1442, 0.59696
1443, 0.27157
1444, 0.41203
1445, 0.22334
1446, 0.36298
1447, 0.23395
1448, 0.30413
1449, 0.36272
1450, 0.38788
1451, 0.47496
1452, 0.38154
1453, 0.35984
1454, 0.43547
1455, 0.27780
1456, 0.45500
1457, 0.52053
1458, 0.39657
1459, 0.24660
1460, 0.24530
1461, 0.27725
1462, 0.45309
1463, 0.33206
1464, 0.31143
1465, 0.18631
1466, 0.38227
1467, 0.25068
1468, 0.25241
1469, 0.13388
1470, 0.35956
1471, 0.17985
1472, 0.20114
1473, 0.27047
1474, 0.31700
1475, 0.21539
1476, 0.38964
1477, 0.23805
1478, 0.04784
1479, 0.31057
1480, 0.37716
1481, 0.20996
1482, 0.22802
1483, 0.48604
1484, 0.44254
1485, 0.27660
1486, 0.17371
1487, 0.60749
1488, 0.20299
1489, 0.32860
1490, 0.19873
1491, 0.74977
1492, 0.21173
1493, 0.48927
1494, 0.56925
1495, 0.17178
1496, 0.26538
1497, 0.20451
1498, 0.19370
1499, 0.21045
1500, 0.70454
1501, 0.53226
1502, 0.27106
1503, 0.43836
1504, 0.36124
1505, 0.31160
1506, 0.22019
1507, 0.19277
1508, 0.30994
1509, 0.53514
1510, 0.34675
1511, 0.40839
1512, 0.36094
1513, 0.42516
1514, 0.30607
1515, 0.20821
1516, 0.28118
1517, 0.36162
1518, 0.63489
1519, 0.29821
1520, 0.40764
1521, 0.19605
1522, 0.37471
1523, 0.34572
1524, 0.24014
1525, 0.27055
1526, 0.28183
1527, 0.29080
1528, 0.28602
1529, 0.31764
1530, 0.21641
1531, 0.43935
1532, 0.42416
1533, 0.25740
1534, 0.21798
1535, 0.47139
1536, 0.60435
1537, 0.26842
1538, 0.18750
1539, 0.23115
1540, 0.39757
1541, 0.25155
1542, 0.20930
1543, 0.25084
1544, 0.58042
1545, 0.14953
1546, 0.18408
1547, 0.32240
1548, 0.30837
1549, 0.24451
1550, 0.20196
1551, 0.33710
1552, 0.29920
1553, 0.32596
1554, 0.35908
1555, 0.30482
1556, 0.28983
1557, 0.19155
1558, 0.22098
1559, 0.31446
1560, 0.27054
1561, 0.18758
1562, 0.24782
1563, 0.23253
1564, 0.22131
1565, 0.20504
1566, 0.22801
1567, 0.51614
1568, 0.31776
1569, 0.54286
1570, 0.38620
1571, 0.41666
1572, 0.19765
1573, 0.22724
1574, 0.55251
1575, 0.22931
1576, 0.27961
1577, 0.21010
1578, 0.32896
1579, 0.19407
1580, 0.34814
1581, 0.36309
1582, 0.19657
1583, 0.51912
1584, 0.19501
1585, 0.39136
1586, 0.22103
1587, 0.19785
1588, 0.36049
1589, 0.69591
1590, 0.42163
1591, 0.22549
1592, 0.32951
1593, 0.21874
1594, 0.15282
1595, 0.22490
1596, 0.51598
1597, 0.33800
1598, 0.22465
1599, 0.58404
1600, 0.34558
1601, 0.53648
1602, 0.17896
1603, 0.44916
1604, 0.24026
1605, 0.26213
1606, 0.42208
1607, 0.46602
1608, 0.17466
1609, 0.25687
1610, 0.35896
1611, 0.31587
1612, 0.40154
1613, 0.27407
1614, 0.38090
1615, 0.35604
1616, 0.78308
1617, 0.24587
1618, 0.20526
1619, 0.22185
1620, 0.21185
1621, 0.63188
1622, 0.29416
1623, 0.43461
1624, 0.25279
1625, 0.35086
1626, 0.25507
1627, 0.28105
1628, 0.36944
1629, 0.43318
1630, 0.68230
1631, 0.27635
1632, 0.23483
1633, 0.44899
1634, 0.33772
1635, 0.39252
1636, 0.30683
1637, 0.64305
1638, 0.34305
1639, 0.18262
1640, 0.24641
1641, 0.81265
1642, 0.30294
1643, 0.23883
1644, 0.57476
1645, 0.59732
1646, 0.45141
1647, 0.66577
1648, 0.49667
1649, 0.63268
1650, 0.20089
1651, 0.18450
1652, 0.29584
1653, 0.57497
1654, 0.59076
1655, 0.54748
1656, 0.27348
1657, 0.53650
1658, 0.34738
1659, 0.31296
1660, 0.42506
1661, 0.23422
1662, 0.32483
1663, 0.27541
